,top year,top k,ranking,artist,track,release year,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity,top genre
48,2009,0,49,37i9dQZF1DX4UkKv8ED8jp,Gives You Hell,2008-01-01,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,4,1,3.5517833333333333,70.0,rock
49,2009,0,50,37i9dQZF1DX4UkKv8ED8jp,Second Chance,2008-06-24,0.46,0.796,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011,0,0,3.7011166666666666,70.0,rock
50,2009,0,51,37i9dQZF1DX4UkKv8ED8jp,My Life Would Suck Without You,2009-03-06,0.526,0.882,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982,9,1,3.5248833333333334,70.0,pop
51,2009,0,52,37i9dQZF1DX4UkKv8ED8jp,Birthday Sex,2009-01-01,0.677,0.523,-5.603,0.0439,0.295,0.0,0.15,0.446,60.019,7,0,3.7751166666666665,70.0,hip hop
52,2009,0,53,37i9dQZF1DX4UkKv8ED8jp,Meet Me Halfway,2009-01-01,0.798,0.629,-6.857,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,11,0,4.73955,69.0,pop
53,2009,0,54,37i9dQZF1DX4UkKv8ED8jp,Single Ladies (Put a Ring on It),2008-11-17,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,1,1,3.2202166666666665,69.0,pop
54,2009,0,55,37i9dQZF1DX4UkKv8ED8jp,Dead And Gone,2008-09-07,0.713,0.746,-4.99,0.259,0.0402,0.0,0.601,0.47,135.021,0,1,4.995783333333334,69.0,hip hop
55,2009,0,56,37i9dQZF1DX4UkKv8ED8jp,Obsessed,2009-09-29,0.742,0.468,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,10,0,4.036666666666667,69.0,pop
56,2009,0,57,37i9dQZF1DX4UkKv8ED8jp,If Today Was Your Last Day,2008-10-28,0.485,0.911,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956,3,1,4.151116666666667,69.0,rock
57,2009,0,58,37i9dQZF1DX4UkKv8ED8jp,Sober,2008-10-24,0.614,0.797,-4.896,0.0314,0.0635,0.0,0.187,0.374,90.946,6,1,4.192216666666667,68.0,pop
58,2009,0,59,37i9dQZF1DX4UkKv8ED8jp,Whatcha Say,2010-02-24,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,11,1,3.68755,68.0,pop
59,2009,0,60,37i9dQZF1DX4UkKv8ED8jp,Never Say Never,2009-02-02,0.23,0.492,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,8,1,4.276883333333333,68.0,rock
60,2009,0,61,37i9dQZF1DX4UkKv8ED8jp,Blame It,2008-12-11,0.673,0.614,-5.426,0.103,0.0782,0.0,0.139,0.362,176.052,7,1,4.829116666666667,68.0,r&b
61,2009,0,62,37i9dQZF1DX4UkKv8ED8jp,Big Green Tractor,2009-04-07,0.623,0.59,-5.014,0.028,0.646,0.0,0.295,0.579,137.071,4,1,3.4033333333333333,68.0,contemporary country
62,2009,0,63,37i9dQZF1DX4UkKv8ED8jp,Naturally,2009-01-01,0.605,0.902,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,10,0,3.37645,68.0,pop
63,2009,0,64,37i9dQZF1DX4UkKv8ED8jp,All The Right Moves,2009-01-01,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,0,1,3.966666666666667,68.0,pop
64,2009,0,65,37i9dQZF1DX4UkKv8ED8jp,Sweet Disposition,2009-03-24,0.531,0.821,-6.812,0.0439,0.0701,0.171,0.124,0.34,129.139,2,1,3.8466666666666667,67.0,indie
65,2009,0,66,37i9dQZF1DX4UkKv8ED8jp,Boom Boom Pow,2009-01-01,0.866,0.857,-5.894,0.0664,0.13,0.0017,0.13,0.408,130.049,9,1,4.190666666666667,67.0,pop
66,2009,0,67,37i9dQZF1DX4UkKv8ED8jp,Knock You Down,2009-01-01,0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,8,1,5.43645,67.0,pop
67,2009,0,68,37i9dQZF1DX4UkKv8ED8jp,Fire,2009,0.525,0.742,-5.643,0.0311,0.0874,0.149,0.117,0.179,117.029,10,1,4.204666666666666,67.0,pop
68,2009,0,69,37i9dQZF1DX4UkKv8ED8jp,Breakeven,2008-07-14,0.63,0.694,-4.501,0.0242,0.144,0.0,0.0835,0.49,94.034,10,1,4.357116666666666,67.0,rock
69,2009,0,70,37i9dQZF1DX4UkKv8ED8jp,Let It Rock,2008-01-01,0.607,0.783,-4.41,0.0397,0.000683,0.0,0.0678,0.434,113.172,7,1,3.852883333333333,67.0,hip hop
70,2009,0,71,37i9dQZF1DX4UkKv8ED8jp,We Made You,2009-05-15,0.924,0.853,-1.203,0.0792,0.107,1.45e-06,0.129,0.67,114.003,2,1,4.49355,67.0,hip hop
71,2009,0,72,37i9dQZF1DX4UkKv8ED8jp,Russian Roulette,2009-11-20,0.48,0.486,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051,6,0,3.7922166666666666,66.0,pop
72,2009,0,73,37i9dQZF1DX4UkKv8ED8jp,Release Me,2009-04-01,0.621,0.923,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,2,0,4.270216666666666,66.0,pop
73,2009,0,74,37i9dQZF1DX4UkKv8ED8jp,Good Girls Go Bad (feat. Leighton Meester),2009-07-07,0.594,0.874,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964,0,1,3.27355,66.0,pop
74,2009,0,75,37i9dQZF1DX4UkKv8ED8jp,Love Lockdown,2008-11-24,0.76,0.524,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,1,0,4.505116666666667,66.0,hip hop
75,2009,0,76,37i9dQZF1DX4UkKv8ED8jp,Intro,2009-08-18,0.617,0.778,-8.872,0.027,0.459,0.925,0.128,0.152,100.363,9,0,2.132,66.0,indie
76,2009,0,77,37i9dQZF1DX4UkKv8ED8jp,Two Is Better Than One (feat. Taylor Swift),2009-09-07,0.521,0.702,-5.189,0.0331,0.189,0.0,0.0962,0.25,127.976,0,1,4.0473333333333334,66.0,pop
77,2009,0,78,37i9dQZF1DX4UkKv8ED8jp,Jai Ho! (You Are My Destiny),2009-01-01,0.657,0.941,-3.919,0.061,0.0476,0.0,0.0797,0.879,136.202,8,0,3.7066666666666666,66.0,filmi
78,2009,0,79,37i9dQZF1DX4UkKv8ED8jp,Smile,2009-09-11,0.541,0.812,-3.764,0.0336,0.203,0.0,0.42,0.607,141.056,4,1,3.36045,66.0,country
79,2009,0,80,37i9dQZF1DX4UkKv8ED8jp,I Hate This Part,2008-09-23,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,5,1,3.64,66.0,pop
80,2009,0,81,37i9dQZF1DX4UkKv8ED8jp,Sweet Dreams,2008-11-14,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,1,1,3.467783333333333,66.0,pop
81,2009,0,82,37i9dQZF1DX4UkKv8ED8jp,Rockin' That Shit,2009-01-01,0.672,0.62,-4.865,0.0422,0.123,0.0,0.362,0.627,78.005,8,1,3.6986666666666665,65.0,hip hop
82,2009,0,83,37i9dQZF1DX4UkKv8ED8jp,Please Don't Leave Me,2008-10-24,0.588,0.845,-4.497,0.0377,0.00869,0.0,0.326,0.745,138.014,6,1,3.8593333333333333,65.0,pop
83,2009,0,84,37i9dQZF1DX4UkKv8ED8jp,Untouched,2007-10-30,0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,6,0,4.256,65.0,pop
84,2009,0,85,37i9dQZF1DX4UkKv8ED8jp,Lisztomania,2009-05-25,0.64,0.789,-6.691,0.0359,0.0338,0.00388,0.53,0.311,97.539,0,1,4.027333333333333,65.0,dance
85,2009,0,86,37i9dQZF1DX4UkKv8ED8jp,Gotta Be Somebody,2008-10-28,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998,0,1,4.210883333333333,65.0,rock
86,2009,0,87,37i9dQZF1DX4UkKv8ED8jp,Beautiful,2008-01-01,0.743,0.948,-4.445,0.0893,0.122,0.0,0.112,0.614,130.024,0,0,5.21645,64.0,pop
87,2009,0,88,37i9dQZF1DX4UkKv8ED8jp,Love Drunk,2009-09-07,0.44,0.976,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005,10,1,3.77845,64.0,pop
88,2009,0,89,37i9dQZF1DX4UkKv8ED8jp,You've Got The Love,2009,0.574,0.704,-4.72,0.0319,0.00455,0.0,0.107,0.368,109.999,6,1,2.8111166666666665,64.0,pop
89,2009,0,90,37i9dQZF1DX4UkKv8ED8jp,Evacuate The Dancefloor - Radio Edit,2009,0.76,0.696,-5.811,0.0491,0.0195,0.0,0.278,0.903,127.029,0,1,3.4314,63.0,dance
90,2009,0,91,37i9dQZF1DX4UkKv8ED8jp,Pretty Wings - uncut,2009-07-07,0.563,0.402,-10.496,0.0668,0.252,2.07e-06,0.0886,0.2,115.561,9,1,5.175333333333334,62.0,r&b
91,2009,0,92,37i9dQZF1DX4UkKv8ED8jp,I'm Not Alone - Radio Edit,2009-08-17,0.597,0.684,-6.614,0.0321,0.00481,0.105,0.317,0.435,130.99,7,1,3.5162166666666668,62.0,pop
92,2009,0,93,37i9dQZF1DX4UkKv8ED8jp,Turn My Swag On,2008-01-01,0.546,0.712,-3.104,0.0269,0.000969,0.0,0.406,0.489,150.154,3,0,3.4388833333333335,61.0,hip hop
93,2009,0,94,37i9dQZF1DX4UkKv8ED8jp,Holiday,2011-01-01,0.545,0.918,-1.925,0.0448,0.0571,0.0,0.0415,0.855,117.985,0,1,3.6771166666666666,61.0,bassline
94,2009,0,95,37i9dQZF1DX4UkKv8ED8jp,Omen,2009-02-23,0.545,0.953,-5.172,0.0441,0.000941,0.117,0.281,0.558,140.002,7,1,3.60045,61.0,big beat
95,2009,0,96,37i9dQZF1DX4UkKv8ED8jp,I Love College,2009-01-01,0.713,0.826,-4.075,0.243,0.0897,0.0,0.421,0.664,86.444,8,1,4.032216666666667,60.0,hip hop
96,2009,0,97,37i9dQZF1DX4UkKv8ED8jp,Fallin' For You,2009,0.644,0.834,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043,4,1,3.59245,60.0,pop
97,2009,0,98,37i9dQZF1DX4UkKv8ED8jp,In For The Kill,2009,0.629,0.969,-0.276,0.0455,0.00184,0.0,0.122,0.905,150.01,8,0,4.143783333333333,60.0,dance
98,2009,0,99,37i9dQZF1DX4UkKv8ED8jp,Number 1,2009-01-01,0.581,0.824,-3.912,0.0377,0.0105,0.0,0.483,0.747,114.912,0,0,3.5462166666666666,59.0,dance
99,2009,0,100,37i9dQZF1DX4UkKv8ED8jp,When Love Takes Over (feat. Kelly Rowland),2009-08-21,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967,11,1,3.183333333333333,59.0,dance
